"Dominant_Topic","Percentage_Contribution","Topic_Keywords","Project_ID","Project_Title","Project_Status","Focus_Area","Sector","Subector","Region"
1,0.7552999854,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",35630,"Erneuerbare Energien Programm IDCOL - Zinssubvention","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Asien/Ozeanien"
6,0.9890000224,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",35656,"Nachhaltige Stadtentwicklung - Smart Cities","aktiv","Regionale Konzentration","430 - Andere multisektorale Maßnahmen","43030 - Stadtentwicklung und -verwaltung","Asien/Ozeanien"
7,0.7732999921,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35682,"Landwirtschaftliche Wertschöpfungsketten in Tadschikistan - Investition","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Asien/Ozeanien"
7,0.9878000021,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35689,"Lokomotivwerkstatt Ywahtaung","abgeschlossen","Transport und Kommunikation","""320 - Industrie. Bodenschätze und Bergbau, Bauwesen""","32172 - Transportausrüstungsindustrie","Asien/Ozeanien"
5,0.6062999964,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35704,"Sustainable and Inclusive Energy Programme (SIEP)- Subprogram I","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23110 - Energiepolitik und -verwaltung","Asien/Ozeanien"
7,0.9157999754,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35705,"Energieeffizienz Siedlungswasser (Netzoptimierung)","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14021 - Wasserversorgung - große Systeme","Nordafrika/Naher Osten"
7,0.5026000142,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35707,"The Second People's Hospital of Changde City","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Asien/Ozeanien"
5,0.9902999997,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35725,"Ländliches Entwicklungsprogramm Laos I","aktiv","Transport und Kommunikation","430 - Andere multisektorale Maßnahmen","43040 - Ländliche Entwicklung","Asien/Ozeanien"
3,0.9854999781,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",35746,"""Förderung der sozialen Infrastruktur (USIF V, Phase 2)""","abgeschlossen","Friedensentwicklung und Krisenprävention","730 - Wiederaufbauhilfe u. Wiederherstellungsmassnah","73010 - Kurzfristiger Wiederaufbau","Europa/Kaukasus"
3,0.6147999763,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",35755,"NAFIN - Förderung von erneuerbaren Energien","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Lateinamerika"
1,0.9855999947,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",35758,"Taiyuan Municipal People's Hospital","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Asien/Ozeanien"
1,0.394600004,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",35760,"Finanzierung Beruflicher Bildung","aktiv","Wirtschaft und Finanzsektor","110 - Bildung","11330 - Berufliche Bildung","Asien/Ozeanien"
7,0.9092000127,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35772,"Förderung der beruflichen Bildung","aktiv","Wirtschaft und Finanzsektor","110 - Bildung","11330 - Berufliche Bildung","Nordafrika/Naher Osten"
0,0.5891000032,"0.013*\"gesundheit\" + 0.012*\"reproduktiv\" + 0.011*\"bevölkerung\" + 0.010*\"hiv\" + 0.006*\"sexuell\" + 0.006*\"regional\" + 0.005*\"komponente\" + 0.005*\"familienplanung\" + 0.005*\"region\" + 0.004*\"frau\"",35784,"Schutz der Biodiversität in der Sierra Madre Oriental und im Golf von Mexiko - Kapitalfonds","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Lateinamerika"
4,0.9897999763,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",35791,"""Ergebnisorientierte Verbesserung der Finanzverwaltung, Ghana Audit Service""","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","15111 - Management der öffentlichen Finanzen","Afrika Subsahara"
5,0.9330000281,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35819,"Programm Förderung Solarenergie und Energieeffizienz","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23230 - Solarenergie für Verbundnetze","Afrika Subsahara"
6,0.8270000219,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",35852,"Qiannan Medical College","abgeschlossen","Bildung","120 - Gesundheitswesen","12281 - Medizinische Aus- und Fortbildung","Asien/Ozeanien"
9,0.6938999891,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",35853,"Guiyang Children's Hospital","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12191 - Medizinische Dienste","Asien/Ozeanien"
4,0.5529999733,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",35857,"Programm nachhaltige Waldbewirtschaftung im Kongobecken-Unterstützung des grenzüberschreitenden NP BSB Yamoussa","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
0,0.989199996,"0.013*\"gesundheit\" + 0.012*\"reproduktiv\" + 0.011*\"bevölkerung\" + 0.010*\"hiv\" + 0.006*\"sexuell\" + 0.006*\"regional\" + 0.005*\"komponente\" + 0.005*\"familienplanung\" + 0.005*\"region\" + 0.004*\"frau\"",35866,"Soforthilfe nach dem Zyklon Pam","abgeschlossen","Sonstige","720 - Soforthilfe und entsprechende Dienstleistungen","72010 - Materielle Nothilfe","Asien/Ozeanien"
4,0.8644000292,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",35868,"DBSA - Refinanzierung für Gas-Kombikraftwerke (Teil II)","abgeschlossen","Energie","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
4,0.5026000142,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",35869,"Biodiversitätserhalt in den Zentralannamiten durch Ökosystemschutz und Landschaftsmanagement (CarBi II)","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Asien/Ozeanien"
7,0.8826000094,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35874,"Aufbau eines Fahrradwegnetzes im Metropolbereich Lima","aktiv","Transport und Kommunikation","210 - Transport und Lagerhaltung","21010 - Verkehrspolitik und Verwaltung","Lateinamerika"
5,0.7217000127,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35880,"Gesundheitssystemstärkung - Sexuelle und Reproduktive Gesundheit und Rechte","aktiv","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Afrika Subsahara"
5,0.6161000133,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35881,"Gesundheitssystemstärkung - Sexuelle und Reproduktive Gesundheit und Rechte II","aktiv","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Afrika Subsahara"
9,0.701300025,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",35898,"Fernwärme Bayannaoer","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23620 - Fernwärme-/(-kälte) Netze/-verteilung","Asien/Ozeanien"
1,0.5279999971,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",35907,"Hefei No.5 People's Hospital","aktiv","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Asien/Ozeanien"
1,0.6758000255,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",35913,"Forst- und Biodiversitätsmanagement im Himalaya","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Asien/Ozeanien"
3,0.6922000051,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",35924,"Förderung von Solarenergie in Honduras über die mex. Entwicklungsbank Bancomext","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Lateinamerika"
5,0.8043000102,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35961,"""Programm Klimaangepasste Stadtentwicklung in Bangladesch, Phase II""","aktiv","Regionale Konzentration","430 - Andere multisektorale Maßnahmen","43030 - Stadtentwicklung und -verwaltung","Asien/Ozeanien"
5,0.4925999939,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35981,"Reproduktive Gesundheit inklusive Familienplanung; HIV/AIDS-Prävention in der ECOWAS-Region VI","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13020 - Förderung reproduktiver Gesundheit","Afrika Subsahara"
5,0.537800014,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35987,"Nachhaltiges Ressourcenmanagement in Kamerun","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
5,0.9916999936,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",35996,"Förderung der Landwirtschaft - Investitionsfonds Landwirtschaft IV","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31130 - Landwirtschaftliche Landressourcen","Afrika Subsahara"
7,0.8787999749,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",35999,"Programm zur Förderung ländlicher Wege III (VPT 1)","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31120 - Landwirtschaftsentwicklung","Afrika Subsahara"
7,0.657400012,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36000,"Förderung der Dezentralisierung III (VP)","aktiv","Demokratie","150 - Staat und Zivilgesellschaft","15112 - Dezentral.u.Förd.Subnation.Gebietskörpersch","Afrika Subsahara"
10,0.5013999939,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",36008,"African Agriculture and Trade Investment Fund (AATIF)","aktiv","Wirtschaft und Finanzsektor","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31193 - Landwirtschaftliche Finanzdienste","Afrika Subsahara"
7,0.8838000298,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36012,"KKMU-Kreditprogramm zur Beschäftigungsförderung II","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Nordafrika/Naher Osten"
3,0.5641999841,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",36016,"Gesundheitssystemstärkung in Côte d'Ivoire","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13020 - Förderung reproduktiver Gesundheit","Afrika Subsahara"
6,0.9927999973,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",36020,"Multisektorale HIV/ AIDS Prävention in Eastern Cape II","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13040 - Bekämpf. von Geschlechtskrankheiten u. HIV/AIDS","Afrika Subsahara"
7,0.6848000288,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36021,"Unterstützung des Activate! Leadership-Programms zur Jugendentwicklung","abgeschlossen","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13040 - Bekämpf. von Geschlechtskrankheiten u. HIV/AIDS","Afrika Subsahara"
10,0.9898999929,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",36022,"Stärkung der Resilienz von Flüchtlingen im Kontext der Syrien-/ Irakkrise III","aktiv","Sonstige","110 - Bildung","11220 - Grundschulbildung","Nordafrika/Naher Osten"
10,0.9882000089,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",36023,"UNDP Irak Krisen- und Resilienzprogramm (ICRRP)","abgeschlossen","Sonstige","730 - Wiederaufbauhilfe u. Wiederherstellungsmassnah","73010 - Kurzfristiger Wiederaufbau","Nordafrika/Naher Osten"
10,0.8694000244,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",36024,"UNDP Irak Stabilisierungsfaziliät (FFIS)","abgeschlossen","Sonstige","730 - Wiederaufbauhilfe u. Wiederherstellungsmassnah","73010 - Kurzfristiger Wiederaufbau","Nordafrika/Naher Osten"
7,0.9900000095,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36029,"Programm nachhaltige Bewirtschaftung der Ressource Fisch","aktiv","Umwelt und Klima","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31310 - Fischereipolitik und -verwaltung","Afrika Subsahara"
5,0.9879999757,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",36035,"Ländliche Infrastruktur I","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31120 - Landwirtschaftsentwicklung","Afrika Subsahara"
5,0.9879999757,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",36039,"Ländliche Infrastruktur II","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31120 - Landwirtschaftsentwicklung","Afrika Subsahara"
5,0.7620999813,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",36041,"""Netzverdichtungsprogramm zur Erhöhung des Stromzugangs in ländlichen Gebieten, Phase II""","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23630 - Stromübertragung, -verteilung u. Speicher""","Afrika Subsahara"
3,0.988499999,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",36048,"Ernährungssicherung durch Steigerung der landwirtschaftlichen Produktion in Westkenia (VP)","aktiv","Ernährung und Landwirtschaft","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31120 - Landwirtschaftsentwicklung","Afrika Subsahara"
7,0.6427999735,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36051,"Hutan Harapan: Unterstützung bei der nachhaltigen Absicherung der ersten Ecosystem Restoration Concession in Indonesien","aktiv","Umwelt und Klima","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31220 - Forstentwicklung","Asien/Ozeanien"
3,0.7407000065,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",36056,"Förderung von Jugendbeschäftigung und Berufsbildung in Kenia","aktiv","Bildung","110 - Bildung","11320 - Sekundarschulbildung Stufe II","Afrika Subsahara"
3,0.7674000263,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",36058,"Wasser- und Sanitärversorgung zum Schutz der Biodiversität","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","""14020 - Wasser-, Sanitärver. und Abwassermanagement""","Afrika Subsahara"
5,0.657400012,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",36059,"Wasser- und Sanitärsektorversorgung in städtischen Armutsgebieten","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14031 - Grundlegende Trinkwasserversorgung","Afrika Subsahara"
5,0.7526000142,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",36060,"""Integriertes Programm zur Verbesserung der Lebensbedingungen in Gulu, Phase II""","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","""14020 - Wasser-, Sanitärver. und Abwassermanagement""","Afrika Subsahara"
7,0.4632999897,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",36065,"Förderung der Agrarfinanzierung in Uganda","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
10,0.851000011,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",36068,"""UNICEF Jordanien, No Lost Generation""","abgeschlossen","Bildung","110 - Bildung","11220 - Grundschulbildung","Nordafrika/Naher Osten"
